"","X","x","spectrum.density","library","TF","pos"
"9022",22,0.05,0.336987934679665,"Nucleosome-SELEX","ELF5","Region 76-115"
"9023",23,0.075,0.356177365046642,"Nucleosome-SELEX","ELF5","Region 76-115"
"9024",24,0.1,0.411548238574706,"Nucleosome-SELEX","ELF5","Region 76-115"
"9025",25,0.125,0.36313114138183,"Nucleosome-SELEX","ELF5","Region 76-115"
"9026",26,0.15,0.3639470478653,"Nucleosome-SELEX","ELF5","Region 76-115"
"9027",27,0.175,0.353072992278722,"Nucleosome-SELEX","ELF5","Region 76-115"
"9028",28,0.2,0.3755487318943,"Nucleosome-SELEX","ELF5","Region 76-115"
"9029",29,0.225,0.361928910038876,"Nucleosome-SELEX","ELF5","Region 76-115"
"9030",30,0.25,0.354376660073402,"Nucleosome-SELEX","ELF5","Region 76-115"
"9031",31,0.275,0.376935594130076,"Nucleosome-SELEX","ELF5","Region 76-115"
"9032",32,0.3,0.364371577312242,"Nucleosome-SELEX","ELF5","Region 76-115"
"9033",33,0.325,0.36880449304806,"Nucleosome-SELEX","ELF5","Region 76-115"
"9034",34,0.35,0.375215886663976,"Nucleosome-SELEX","ELF5","Region 76-115"
"9035",35,0.375,0.370655458137039,"Nucleosome-SELEX","ELF5","Region 76-115"
"9036",36,0.4,0.366881300020089,"Nucleosome-SELEX","ELF5","Region 76-115"
"9037",37,0.425,0.38355423618776,"Nucleosome-SELEX","ELF5","Region 76-115"
"9038",38,0.45,0.368651052558801,"Nucleosome-SELEX","ELF5","Region 76-115"
"9039",39,0.475,0.374016610823611,"Nucleosome-SELEX","ELF5","Region 76-115"
"9040",40,0.5,0.367414149505358,"Nucleosome-SELEX","ELF5","Region 76-115"
"9041",41,0.025,0.246685238487389,"HT-SELEX","ELF5","Region 76-115"
"9042",42,0.05,0.329553922088446,"HT-SELEX","ELF5","Region 76-115"
"9043",43,0.075,0.354165449082364,"HT-SELEX","ELF5","Region 76-115"
"9044",44,0.1,0.359277398474545,"HT-SELEX","ELF5","Region 76-115"
"9045",45,0.125,0.360921919781012,"HT-SELEX","ELF5","Region 76-115"
"9046",46,0.15,0.369358592785433,"HT-SELEX","ELF5","Region 76-115"
"9047",47,0.175,0.362748930251918,"HT-SELEX","ELF5","Region 76-115"
"9048",48,0.2,0.358723493986283,"HT-SELEX","ELF5","Region 76-115"
"9049",49,0.225,0.366552149893276,"HT-SELEX","ELF5","Region 76-115"
"9050",50,0.25,0.368887986496824,"HT-SELEX","ELF5","Region 76-115"
"9051",51,0.275,0.361246731712017,"HT-SELEX","ELF5","Region 76-115"
"9052",52,0.3,0.361914238227823,"HT-SELEX","ELF5","Region 76-115"
"9053",53,0.325,0.361183458951015,"HT-SELEX","ELF5","Region 76-115"
"9054",54,0.35,0.360116520484234,"HT-SELEX","ELF5","Region 76-115"
"9055",55,0.375,0.358043084895572,"HT-SELEX","ELF5","Region 76-115"
"9056",56,0.4,0.352754443184972,"HT-SELEX","ELF5","Region 76-115"
"9057",57,0.425,0.348008759670053,"HT-SELEX","ELF5","Region 76-115"
"9058",58,0.45,0.350689511573299,"HT-SELEX","ELF5","Region 76-115"
"9059",59,0.475,0.356327717223945,"HT-SELEX","ELF5","Region 76-115"
"9060",60,0.5,0.354212272862492,"HT-SELEX","ELF5","Region 76-115"
"9061",1,0.025,0.246261419843689,"NCAP-SELEX","GLI3","Region 76-115"
"9062",2,0.05,0.348820569293508,"NCAP-SELEX","GLI3","Region 76-115"
"9063",3,0.075,0.381071327482583,"NCAP-SELEX","GLI3","Region 76-115"
"9064",4,0.1,0.41894732795086,"NCAP-SELEX","GLI3","Region 76-115"
"9065",5,0.125,0.385401025122511,"NCAP-SELEX","GLI3","Region 76-115"
"9066",6,0.15,0.373439150104585,"NCAP-SELEX","GLI3","Region 76-115"
"9067",7,0.175,0.372278512501595,"NCAP-SELEX","GLI3","Region 76-115"
"9068",8,0.2,0.372312867307761,"NCAP-SELEX","GLI3","Region 76-115"
"9069",9,0.225,0.376690970589677,"NCAP-SELEX","GLI3","Region 76-115"
"9070",10,0.25,0.376279043626315,"NCAP-SELEX","GLI3","Region 76-115"
"9071",11,0.275,0.375696403773356,"NCAP-SELEX","GLI3","Region 76-115"
"9072",12,0.3,0.36048395722319,"NCAP-SELEX","GLI3","Region 76-115"
"9073",13,0.325,0.378696980550234,"NCAP-SELEX","GLI3","Region 76-115"
"9074",14,0.35,0.384590697662083,"NCAP-SELEX","GLI3","Region 76-115"
"9075",15,0.375,0.376113254925729,"NCAP-SELEX","GLI3","Region 76-115"
"9076",16,0.4,0.370682919215795,"NCAP-SELEX","GLI3","Region 76-115"
"9077",17,0.425,0.37475139648507,"NCAP-SELEX","GLI3","Region 76-115"
"9078",18,0.45,0.362928445019421,"NCAP-SELEX","GLI3","Region 76-115"
"9079",19,0.475,0.375241857512659,"NCAP-SELEX","GLI3","Region 76-115"
"9080",20,0.5,0.37850798508616,"NCAP-SELEX","GLI3","Region 76-115"
"9081",21,0.025,0.244657071188584,"Nucleosome-SELEX","GLI3","Region 76-115"
"9082",22,0.05,0.334186215266965,"Nucleosome-SELEX","GLI3","Region 76-115"
"9083",23,0.075,0.356678175572701,"Nucleosome-SELEX","GLI3","Region 76-115"
"9084",24,0.1,0.424916238899797,"Nucleosome-SELEX","GLI3","Region 76-115"
"9085",25,0.125,0.368364883531657,"Nucleosome-SELEX","GLI3","Region 76-115"
"9086",26,0.15,0.356944696250397,"Nucleosome-SELEX","GLI3","Region 76-115"
"9087",27,0.175,0.367693574003115,"Nucleosome-SELEX","GLI3","Region 76-115"
"9088",28,0.2,0.367404478552195,"Nucleosome-SELEX","GLI3","Region 76-115"
"9089",29,0.225,0.385194576618752,"Nucleosome-SELEX","GLI3","Region 76-115"
"9090",30,0.25,0.363919062339493,"Nucleosome-SELEX","GLI3","Region 76-115"
"9091",31,0.275,0.3678706371261,"Nucleosome-SELEX","GLI3","Region 76-115"
"9092",32,0.3,0.365616116363374,"Nucleosome-SELEX","GLI3","Region 76-115"
"9093",33,0.325,0.368918392631846,"Nucleosome-SELEX","GLI3","Region 76-115"
"9094",34,0.35,0.381879787319402,"Nucleosome-SELEX","GLI3","Region 76-115"
"9095",35,0.375,0.371168239231213,"Nucleosome-SELEX","GLI3","Region 76-115"
"9096",36,0.4,0.381909161489972,"Nucleosome-SELEX","GLI3","Region 76-115"
"9097",37,0.425,0.380132734148505,"Nucleosome-SELEX","GLI3","Region 76-115"
"9098",38,0.45,0.372045498916887,"Nucleosome-SELEX","GLI3","Region 76-115"
"9099",39,0.475,0.382292375431048,"Nucleosome-SELEX","GLI3","Region 76-115"
"9100",40,0.5,0.387580024971585,"Nucleosome-SELEX","GLI3","Region 76-115"
"9101",41,0.025,0.254445839637221,"HT-SELEX","GLI3","Region 76-115"
"9102",42,0.05,0.348474733547388,"HT-SELEX","GLI3","Region 76-115"
"9103",43,0.075,0.356654083180807,"HT-SELEX","GLI3","Region 76-115"
"9104",44,0.1,0.362835427110133,"HT-SELEX","GLI3","Region 76-115"
"9105",45,0.125,0.374740321909051,"HT-SELEX","GLI3","Region 76-115"
"9106",46,0.15,0.382207168867063,"HT-SELEX","GLI3","Region 76-115"
"9107",47,0.175,0.371242692556475,"HT-SELEX","GLI3","Region 76-115"
"9108",48,0.2,0.381639196217175,"HT-SELEX","GLI3","Region 76-115"
"9109",49,0.225,0.365240605312708,"HT-SELEX","GLI3","Region 76-115"
"9110",50,0.25,0.362689602013298,"HT-SELEX","GLI3","Region 76-115"
"9111",51,0.275,0.366882745079315,"HT-SELEX","GLI3","Region 76-115"
"9112",52,0.3,0.377927751149998,"HT-SELEX","GLI3","Region 76-115"
"9113",53,0.325,0.375687853239476,"HT-SELEX","GLI3","Region 76-115"
"9114",54,0.35,0.371386486808995,"HT-SELEX","GLI3","Region 76-115"
"9115",55,0.375,0.372481560447016,"HT-SELEX","GLI3","Region 76-115"
"9116",56,0.4,0.377234918061853,"HT-SELEX","GLI3","Region 76-115"
"9117",57,0.425,0.366436007949639,"HT-SELEX","GLI3","Region 76-115"
"9118",58,0.45,0.370938025480382,"HT-SELEX","GLI3","Region 76-115"
"9119",59,0.475,0.37749978271364,"HT-SELEX","GLI3","Region 76-115"
"9120",60,0.5,0.368559329290143,"HT-SELEX","GLI3","Region 76-115"
"9121",1,0.025,0.258665339552354,"NCAP-SELEX","SPIB","Region 76-115"
"9122",2,0.05,0.35742855914232,"NCAP-SELEX","SPIB","Region 76-115"
"9123",3,0.075,0.382838856759309,"NCAP-SELEX","SPIB","Region 76-115"
"9124",4,0.1,0.422847325704066,"NCAP-SELEX","SPIB","Region 76-115"
"9125",5,0.125,0.382455541749549,"NCAP-SELEX","SPIB","Region 76-115"
"9126",6,0.15,0.387136888832259,"NCAP-SELEX","SPIB","Region 76-115"
"9127",7,0.175,0.389270281595684,"NCAP-SELEX","SPIB","Region 76-115"
"9128",8,0.2,0.390016106891588,"NCAP-SELEX","SPIB","Region 76-115"
"9129",9,0.225,0.390766144925017,"NCAP-SELEX","SPIB","Region 76-115"
"9130",10,0.25,0.383601112165584,"NCAP-SELEX","SPIB","Region 76-115"
"9131",11,0.275,0.361932551809916,"NCAP-SELEX","SPIB","Region 76-115"
"9132",12,0.3,0.384387342671163,"NCAP-SELEX","SPIB","Region 76-115"
"9133",13,0.325,0.370937916009804,"NCAP-SELEX","SPIB","Region 76-115"
"9134",14,0.35,0.384149135494016,"NCAP-SELEX","SPIB","Region 76-115"
"9135",15,0.375,0.383176198308794,"NCAP-SELEX","SPIB","Region 76-115"
"9136",16,0.4,0.386064231331397,"NCAP-SELEX","SPIB","Region 76-115"
"9137",17,0.425,0.374942153765708,"NCAP-SELEX","SPIB","Region 76-115"
"9138",18,0.45,0.389730479154022,"NCAP-SELEX","SPIB","Region 76-115"
"9139",19,0.475,0.374057124976571,"NCAP-SELEX","SPIB","Region 76-115"
"9140",20,0.5,0.387665007930567,"NCAP-SELEX","SPIB","Region 76-115"
"9141",21,0.025,0.239749857299503,"Nucleosome-SELEX","SPIB","Region 76-115"
"9142",22,0.05,0.324615606282251,"Nucleosome-SELEX","SPIB","Region 76-115"
"9143",23,0.075,0.349638322815094,"Nucleosome-SELEX","SPIB","Region 76-115"
"9144",24,0.1,0.405460113275733,"Nucleosome-SELEX","SPIB","Region 76-115"
"9145",25,0.125,0.36339008942021,"Nucleosome-SELEX","SPIB","Region 76-115"
"9146",26,0.15,0.356846600162785,"Nucleosome-SELEX","SPIB","Region 76-115"
"9147",27,0.175,0.347104408847992,"Nucleosome-SELEX","SPIB","Region 76-115"
"9148",28,0.2,0.372898517662995,"Nucleosome-SELEX","SPIB","Region 76-115"
"9149",29,0.225,0.362633007426049,"Nucleosome-SELEX","SPIB","Region 76-115"
"9150",30,0.25,0.35106143300478,"Nucleosome-SELEX","SPIB","Region 76-115"
"9151",31,0.275,0.366490752321033,"Nucleosome-SELEX","SPIB","Region 76-115"
"9152",32,0.3,0.368957312683085,"Nucleosome-SELEX","SPIB","Region 76-115"
"9153",33,0.325,0.358806952107441,"Nucleosome-SELEX","SPIB","Region 76-115"
"9154",34,0.35,0.376672975151282,"Nucleosome-SELEX","SPIB","Region 76-115"
"9155",35,0.375,0.36408013782993,"Nucleosome-SELEX","SPIB","Region 76-115"
"9156",36,0.4,0.361554199639808,"Nucleosome-SELEX","SPIB","Region 76-115"
"9157",37,0.425,0.371878549134751,"Nucleosome-SELEX","SPIB","Region 76-115"
"9158",38,0.45,0.366468099099194,"Nucleosome-SELEX","SPIB","Region 76-115"
"9159",39,0.475,0.371358420950855,"Nucleosome-SELEX","SPIB","Region 76-115"
"9160",40,0.5,0.375498103388559,"Nucleosome-SELEX","SPIB","Region 76-115"
"9161",41,0.025,0.24483857173983,"HT-SELEX","SPIB","Region 76-115"
"9162",42,0.05,0.356560105826493,"HT-SELEX","SPIB","Region 76-115"
"9163",43,0.075,0.370284070753456,"HT-SELEX","SPIB","Region 76-115"
"9164",44,0.1,0.376555833201087,"HT-SELEX","SPIB","Region 76-115"
"9165",45,0.125,0.358387086225181,"HT-SELEX","SPIB","Region 76-115"
"9166",46,0.15,0.38031886551073,"HT-SELEX","SPIB","Region 76-115"
"9167",47,0.175,0.423101326748299,"HT-SELEX","SPIB","Region 76-115"
"9168",48,0.2,0.37370251303542,"HT-SELEX","SPIB","Region 76-115"
"9169",49,0.225,0.392101239264319,"HT-SELEX","SPIB","Region 76-115"
"9170",50,0.25,0.311107725760908,"HT-SELEX","SPIB","Region 76-115"
"9171",51,0.275,0.377505118691151,"HT-SELEX","SPIB","Region 76-115"
"9172",52,0.3,0.343935659052324,"HT-SELEX","SPIB","Region 76-115"
"9173",53,0.325,0.391091249533499,"HT-SELEX","SPIB","Region 76-115"
"9174",54,0.35,0.395606449624913,"HT-SELEX","SPIB","Region 76-115"
"9175",55,0.375,0.351330734721547,"HT-SELEX","SPIB","Region 76-115"
"9176",56,0.4,0.351900752602855,"HT-SELEX","SPIB","Region 76-115"
"9177",57,0.425,0.341305625807857,"HT-SELEX","SPIB","Region 76-115"
"9178",58,0.45,0.398723662735134,"HT-SELEX","SPIB","Region 76-115"
"9179",59,0.475,0.362464081592301,"HT-SELEX","SPIB","Region 76-115"
"9180",60,0.5,0.391452425637655,"HT-SELEX","SPIB","Region 76-115"
"9181",1,0.025,0.248663873833293,"NCAP-SELEX","POU4F1","Region 76-115"
"9182",2,0.05,0.337448032849236,"NCAP-SELEX","POU4F1","Region 76-115"
"9183",3,0.075,0.36903414206128,"NCAP-SELEX","POU4F1","Region 76-115"
"9184",4,0.1,0.420514486373233,"NCAP-SELEX","POU4F1","Region 76-115"
"9185",5,0.125,0.368607299203735,"NCAP-SELEX","POU4F1","Region 76-115"
"9186",6,0.15,0.37357152093165,"NCAP-SELEX","POU4F1","Region 76-115"
"9187",7,0.175,0.384711994203411,"NCAP-SELEX","POU4F1","Region 76-115"
"9188",8,0.2,0.367193846454435,"NCAP-SELEX","POU4F1","Region 76-115"
"9189",9,0.225,0.378788681246116,"NCAP-SELEX","POU4F1","Region 76-115"
"9190",10,0.25,0.369528037309171,"NCAP-SELEX","POU4F1","Region 76-115"
"9191",11,0.275,0.367064975536722,"NCAP-SELEX","POU4F1","Region 76-115"
"9192",12,0.3,0.366805450313599,"NCAP-SELEX","POU4F1","Region 76-115"
"9193",13,0.325,0.360136885987243,"NCAP-SELEX","POU4F1","Region 76-115"
"9194",14,0.35,0.373069445643995,"NCAP-SELEX","POU4F1","Region 76-115"
"9195",15,0.375,0.36530923009982,"NCAP-SELEX","POU4F1","Region 76-115"
"9196",16,0.4,0.368200540605244,"NCAP-SELEX","POU4F1","Region 76-115"
"9197",17,0.425,0.369255097188852,"NCAP-SELEX","POU4F1","Region 76-115"
"9198",18,0.45,0.363621424939563,"NCAP-SELEX","POU4F1","Region 76-115"
"9199",19,0.475,0.371683972111743,"NCAP-SELEX","POU4F1","Region 76-115"
"9200",20,0.5,0.352470052992803,"NCAP-SELEX","POU4F1","Region 76-115"
"9201",21,0.025,0.228832663668676,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9202",22,0.05,0.309980088266898,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9203",23,0.075,0.331238689924205,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9204",24,0.1,0.393289730167303,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9205",25,0.125,0.336015438083555,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9206",26,0.15,0.33527607720385,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9207",27,0.175,0.358620573254419,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9208",28,0.2,0.355790071910946,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9209",29,0.225,0.355109986294404,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9210",30,0.25,0.33932198019782,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9211",31,0.275,0.336288672328302,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9212",32,0.3,0.337037057261367,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9213",33,0.325,0.361863454963462,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9214",34,0.35,0.372880187541455,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9215",35,0.375,0.368666304243612,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9216",36,0.4,0.352050069046482,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9217",37,0.425,0.355182639796214,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9218",38,0.45,0.349146540667996,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9219",39,0.475,0.351069614589562,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9220",40,0.5,0.372743955322948,"Nucleosome-SELEX","POU4F1","Region 76-115"
"9221",41,0.025,0.230278196626511,"HT-SELEX","POU4F1","Region 76-115"
"9222",42,0.05,0.319392817739645,"HT-SELEX","POU4F1","Region 76-115"
"9223",43,0.075,0.341323344326491,"HT-SELEX","POU4F1","Region 76-115"
"9224",44,0.1,0.348198767105159,"HT-SELEX","POU4F1","Region 76-115"
"9225",45,0.125,0.349408668816602,"HT-SELEX","POU4F1","Region 76-115"
"9226",46,0.15,0.362425120922456,"HT-SELEX","POU4F1","Region 76-115"
"9227",47,0.175,0.359038715301383,"HT-SELEX","POU4F1","Region 76-115"
"9228",48,0.2,0.354053795122991,"HT-SELEX","POU4F1","Region 76-115"
"9229",49,0.225,0.34618611287025,"HT-SELEX","POU4F1","Region 76-115"
"9230",50,0.25,0.359812150432195,"HT-SELEX","POU4F1","Region 76-115"
"9231",51,0.275,0.363252796706685,"HT-SELEX","POU4F1","Region 76-115"
"9232",52,0.3,0.358280957188464,"HT-SELEX","POU4F1","Region 76-115"
"9233",53,0.325,0.348069443221465,"HT-SELEX","POU4F1","Region 76-115"
"9234",54,0.35,0.3493469895751,"HT-SELEX","POU4F1","Region 76-115"
"9235",55,0.375,0.349307114810071,"HT-SELEX","POU4F1","Region 76-115"
"9236",56,0.4,0.34620154393814,"HT-SELEX","POU4F1","Region 76-115"
"9237",57,0.425,0.356769009858007,"HT-SELEX","POU4F1","Region 76-115"
"9238",58,0.45,0.361293151714976,"HT-SELEX","POU4F1","Region 76-115"
"9239",59,0.475,0.351538332135828,"HT-SELEX","POU4F1","Region 76-115"
"9240",60,0.5,0.357480218208459,"HT-SELEX","POU4F1","Region 76-115"
"9241",1,0.025,0.265380616444786,"NCAP-SELEX","ETV5","Region 76-115"
"9242",2,0.05,0.372423906185744,"NCAP-SELEX","ETV5","Region 76-115"
"9243",3,0.075,0.400528560815325,"NCAP-SELEX","ETV5","Region 76-115"
"9244",4,0.1,0.488692528170205,"NCAP-SELEX","ETV5","Region 76-115"
"9245",5,0.125,0.394589301059434,"NCAP-SELEX","ETV5","Region 76-115"
"9246",6,0.15,0.388588551767861,"NCAP-SELEX","ETV5","Region 76-115"
"9247",7,0.175,0.399355555574619,"NCAP-SELEX","ETV5","Region 76-115"
"9248",8,0.2,0.39131185993853,"NCAP-SELEX","ETV5","Region 76-115"
"9249",9,0.225,0.397591652301842,"NCAP-SELEX","ETV5","Region 76-115"
"9250",10,0.25,0.380041100452634,"NCAP-SELEX","ETV5","Region 76-115"
"9251",11,0.275,0.376763081842291,"NCAP-SELEX","ETV5","Region 76-115"
"9252",12,0.3,0.378571647696016,"NCAP-SELEX","ETV5","Region 76-115"
"9253",13,0.325,0.375147808345718,"NCAP-SELEX","ETV5","Region 76-115"
"9254",14,0.35,0.39230996622348,"NCAP-SELEX","ETV5","Region 76-115"
"9255",15,0.375,0.379192277523572,"NCAP-SELEX","ETV5","Region 76-115"
"9256",16,0.4,0.381825394231404,"NCAP-SELEX","ETV5","Region 76-115"
"9257",17,0.425,0.380523240990978,"NCAP-SELEX","ETV5","Region 76-115"
"9258",18,0.45,0.3755156251028,"NCAP-SELEX","ETV5","Region 76-115"
"9259",19,0.475,0.379403798891524,"NCAP-SELEX","ETV5","Region 76-115"
"9260",20,0.5,0.381640190193499,"NCAP-SELEX","ETV5","Region 76-115"
"9261",21,0.025,0.243252051751692,"Nucleosome-SELEX","ETV5","Region 76-115"
"9262",22,0.05,0.336326671205551,"Nucleosome-SELEX","ETV5","Region 76-115"
"9263",23,0.075,0.365061440418909,"Nucleosome-SELEX","ETV5","Region 76-115"
"9264",24,0.1,0.408537718731465,"Nucleosome-SELEX","ETV5","Region 76-115"
"9265",25,0.125,0.363912541692432,"Nucleosome-SELEX","ETV5","Region 76-115"
"9266",26,0.15,0.368380793194877,"Nucleosome-SELEX","ETV5","Region 76-115"
"9267",27,0.175,0.375469162428178,"Nucleosome-SELEX","ETV5","Region 76-115"
"9268",28,0.2,0.363819661531348,"Nucleosome-SELEX","ETV5","Region 76-115"
"9269",29,0.225,0.376319133791385,"Nucleosome-SELEX","ETV5","Region 76-115"
"9270",30,0.25,0.368547535909172,"Nucleosome-SELEX","ETV5","Region 76-115"
"9271",31,0.275,0.367626377680608,"Nucleosome-SELEX","ETV5","Region 76-115"
"9272",32,0.3,0.365897993544324,"Nucleosome-SELEX","ETV5","Region 76-115"
"9273",33,0.325,0.371739434659456,"Nucleosome-SELEX","ETV5","Region 76-115"
"9274",34,0.35,0.381430578251772,"Nucleosome-SELEX","ETV5","Region 76-115"
"9275",35,0.375,0.374529226300036,"Nucleosome-SELEX","ETV5","Region 76-115"
"9276",36,0.4,0.369382957241836,"Nucleosome-SELEX","ETV5","Region 76-115"
"9277",37,0.425,0.385283903474418,"Nucleosome-SELEX","ETV5","Region 76-115"
"9278",38,0.45,0.372002243424168,"Nucleosome-SELEX","ETV5","Region 76-115"
"9279",39,0.475,0.370816385634385,"Nucleosome-SELEX","ETV5","Region 76-115"
"9280",40,0.5,0.385015620324077,"Nucleosome-SELEX","ETV5","Region 76-115"
"9281",41,0.025,0.249969583373944,"HT-SELEX","ETV5","Region 76-115"
"9282",42,0.05,0.358396842449348,"HT-SELEX","ETV5","Region 76-115"
"9283",43,0.075,0.367498043356461,"HT-SELEX","ETV5","Region 76-115"
"9284",44,0.1,0.387055102724578,"HT-SELEX","ETV5","Region 76-115"
"9285",45,0.125,0.373651948665843,"HT-SELEX","ETV5","Region 76-115"
"9286",46,0.15,0.38326996178514,"HT-SELEX","ETV5","Region 76-115"
"9287",47,0.175,0.389913537652174,"HT-SELEX","ETV5","Region 76-115"
"9288",48,0.2,0.383592092626203,"HT-SELEX","ETV5","Region 76-115"
"9289",49,0.225,0.374428150526566,"HT-SELEX","ETV5","Region 76-115"
"9290",50,0.25,0.376634093908708,"HT-SELEX","ETV5","Region 76-115"
"9291",51,0.275,0.367635923613574,"HT-SELEX","ETV5","Region 76-115"
"9292",52,0.3,0.364683841141444,"HT-SELEX","ETV5","Region 76-115"
"9293",53,0.325,0.381158132361936,"HT-SELEX","ETV5","Region 76-115"
"9294",54,0.35,0.373067564959358,"HT-SELEX","ETV5","Region 76-115"
"9295",55,0.375,0.38331420857706,"HT-SELEX","ETV5","Region 76-115"
"9296",56,0.4,0.373261909595557,"HT-SELEX","ETV5","Region 76-115"
"9297",57,0.425,0.395195827387627,"HT-SELEX","ETV5","Region 76-115"
"9298",58,0.45,0.379982424867773,"HT-SELEX","ETV5","Region 76-115"
"9299",59,0.475,0.372565574669357,"HT-SELEX","ETV5","Region 76-115"
"9300",60,0.5,0.383105247051134,"HT-SELEX","ETV5","Region 76-115"
"9301",1,0.025,0.263909999640459,"NCAP-SELEX","ZIC1","Region 76-115"
"9302",2,0.05,0.362095421225711,"NCAP-SELEX","ZIC1","Region 76-115"
"9303",3,0.075,0.386284674736195,"NCAP-SELEX","ZIC1","Region 76-115"
"9304",4,0.1,0.417246105563568,"NCAP-SELEX","ZIC1","Region 76-115"
"9305",5,0.125,0.399106228190765,"NCAP-SELEX","ZIC1","Region 76-115"
"9306",6,0.15,0.380578566196599,"NCAP-SELEX","ZIC1","Region 76-115"
"9307",7,0.175,0.39400426138017,"NCAP-SELEX","ZIC1","Region 76-115"
"9308",8,0.2,0.390774740026823,"NCAP-SELEX","ZIC1","Region 76-115"
"9309",9,0.225,0.397789380374423,"NCAP-SELEX","ZIC1","Region 76-115"
"9310",10,0.25,0.397173875192315,"NCAP-SELEX","ZIC1","Region 76-115"
"9311",11,0.275,0.388805325025367,"NCAP-SELEX","ZIC1","Region 76-115"
"9312",12,0.3,0.397796476364703,"NCAP-SELEX","ZIC1","Region 76-115"
"9313",13,0.325,0.390637076116683,"NCAP-SELEX","ZIC1","Region 76-115"
"9314",14,0.35,0.386029090404593,"NCAP-SELEX","ZIC1","Region 76-115"
"9315",15,0.375,0.394525634169046,"NCAP-SELEX","ZIC1","Region 76-115"
"9316",16,0.4,0.392037796640573,"NCAP-SELEX","ZIC1","Region 76-115"
"9317",17,0.425,0.398722465552155,"NCAP-SELEX","ZIC1","Region 76-115"
"9318",18,0.45,0.398069953122977,"NCAP-SELEX","ZIC1","Region 76-115"
"9319",19,0.475,0.404245265140674,"NCAP-SELEX","ZIC1","Region 76-115"
"9320",20,0.5,0.397655717912043,"NCAP-SELEX","ZIC1","Region 76-115"
"9321",21,0.025,0.246210382411363,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9322",22,0.05,0.33620968760076,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9323",23,0.075,0.359458830734465,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9324",24,0.1,0.431463234751234,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9325",25,0.125,0.372183093292294,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9326",26,0.15,0.366827807272803,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9327",27,0.175,0.375817097338601,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9328",28,0.2,0.372759650741713,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9329",29,0.225,0.389440643915889,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9330",30,0.25,0.377556564190071,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9331",31,0.275,0.368632585490601,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9332",32,0.3,0.376733533472987,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9333",33,0.325,0.379252454944262,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9334",34,0.35,0.394650777334025,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9335",35,0.375,0.377837973228976,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9336",36,0.4,0.386690495130789,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9337",37,0.425,0.385713147523906,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9338",38,0.45,0.392262781102578,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9339",39,0.475,0.391306836281442,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9340",40,0.5,0.395209851769167,"Nucleosome-SELEX","ZIC1","Region 76-115"
"9341",41,0.025,0.258529892758472,"HT-SELEX","ZIC1","Region 76-115"
"9342",42,0.05,0.350518930265869,"HT-SELEX","ZIC1","Region 76-115"
"9343",43,0.075,0.378156462699881,"HT-SELEX","ZIC1","Region 76-115"
"9344",44,0.1,0.381786874540815,"HT-SELEX","ZIC1","Region 76-115"
"9345",45,0.125,0.378437496330001,"HT-SELEX","ZIC1","Region 76-115"
"9346",46,0.15,0.394974101108107,"HT-SELEX","ZIC1","Region 76-115"
"9347",47,0.175,0.396710510092716,"HT-SELEX","ZIC1","Region 76-115"
"9348",48,0.2,0.392166973838217,"HT-SELEX","ZIC1","Region 76-115"
"9349",49,0.225,0.394450107909149,"HT-SELEX","ZIC1","Region 76-115"
"9350",50,0.25,0.39028666394246,"HT-SELEX","ZIC1","Region 76-115"
